Area	long	lat	year	houseSales	meanHousePrice	MedianHousePrice	populationOfTaxPayers	meanAnnualSalary	MedianAnnualSalary	weeklyRent
Lambeth	51.4606	-0.1162	2020	3100	680000	580000	167000	51900	32800	108
Lambeth	51.4606	-0.1162	2021	2900	690000	600000	169000	56100	34500	110
Lewisham	51.4446	-0.0209	1995	3383	61562	55500	95000	17000	13900	48
Lewisham	51.4446	-0.0209	1996	4224	62846	57500	98000	17500	14000	50
Lewisham	51.4446	-0.0209	1997	5128	73183	64000	100000	17800	14200	50
Lewisham	51.4446	-0.0209	1998	4963	83082	71250	103000	18000	14500	52
Lewisham	51.4446	-0.0209	1999	5677	96266	82000	106000	18200	14900	52
Lewisham	51.4446	-0.0209	2000	5496	118227	99995	129000	19400	15300	55
Lewisham	51.4446	-0.0209	2001	5639	136125	122000	113000	21600	18000	57
Lewisham	51.4446	-0.0209	2002	6277	161305	145000	113000	21400	17300	59
Lewisham	51.4446	-0.0209	2003	5665	185154	165000	114000	21500	17000	58
Lewisham	51.4446	-0.0209	2004	6003	198402	180000	130000	23100	18100	62
Lewisham	51.4446	-0.0209	2005	4827	205393	185000	124000	25200	20000	64
Lewisham	51.4446	-0.0209	2006	6015	223323	204300	124000	25800	20900	68
Lewisham	51.4446	-0.0209	2007	6110	247998	224998	137000	27100	21000	71
Lewisham	51.4446	-0.0209	2008	2619	250581	227000	120000	28000	22000	75
Lewisham	51.4446	-0.0209	2009	2122	239481	215000	117000	28700	22300	77
Lewisham	51.4446	-0.0209	2010	2818	263878	235000	121000	29300	23200	77
Lewisham	51.4446	-0.0209	2011	2880	267820	240000	126000	29800	22900	82
Lewisham	51.4446	-0.0209	2012	3280	281909	249000	121000	30400	23000	87
Lewisham	51.4446	-0.0209	2013	4199	305825	260000	126000	31500	24000	96
Lewisham	51.4446	-0.0209	2014	4485	360998	315000	135000	32400	24900	98
Lewisham	51.4446	-0.0209	2015	4484	403589	360000	131000	34500	25800	98
Lewisham	51.4446	-0.0209	2016	4096	434769	387000	138000	35900	26700	96
Lewisham	51.4446	-0.0209	2017	3309	475142	430000	140000	36800	27300	96
Lewisham	51.4446	-0.0209	2018	3100	490000	450000	140000	38000	27900	95
Lewisham	51.4446	-0.0209	2019	3000	510000	480000	139000	41100	30100	92
Lewisham	51.4446	-0.0209	2020	2800	533000	500000	141000	42600	30900	95
Lewisham	51.4446	-0.0209	2021	2700	550000	520000	149000	44800	32000	95
Merton	51.41	-0.2028	1995	3229	96344	74450	85000	23000	18200	50
Merton	51.41	-0.2028	1996	4035	103989	80000	87000	24000	18500	51
Merton	51.41	-0.2028	1997	4545	113866	84950	89000	25000	18600	53
Merton	51.41	-0.2028	1998	4327	136021	96950	90000	26000	19000	53
Merton	51.41	-0.2028	1999	5139	162996	120000	92000	27900	19100	55
Merton	51.41	-0.2028	2000	4136	186627	139950	109000	27900	18400	56
Merton	51.41	-0.2028	2001	4696	204604	160000	96000	28900	18500	58
Merton	51.41	-0.2028	2002	4904	234692	185000	94000	31600	21200	62
Merton	51.41	-0.2028	2003	4157	246892	200000	86000	31300	19700	60
Merton	51.41	-0.2028	2004	4647	277341	224999	105000	31600	19400	63
Merton	51.41	-0.2028	2005	3804	283600	233000	103000	34800	20500	66
Merton	51.41	-0.2028	2006	4827	303443	242000	104000	37200	21600	69
Merton	51.41	-0.2028	2007	4522	374834	263375	113000	39400	22300	69
Merton	51.41	-0.2028	2008	2264	369174	261500	110000	40000	23000	77
Merton	51.41	-0.2028	2009	2235	361132	250000	106000	44000	24100	77
Merton	51.41	-0.2028	2010	2553	433780	289000	105000	43100	24700	79
Merton	51.41	-0.2028	2011	2620	437253	295000	106000	43700	25200	77
Merton	51.41	-0.2028	2012	2784	424513	290000	105000	44400	25800	81
Merton	51.41	-0.2028	2013	3226	473134	321250	105000	48700	27800	82
Merton	51.41	-0.2028	2014	3077	537708	385000	106000	46900	27600	82
Merton	51.41	-0.2028	2015	2911	571363	420000	108000	50800	28500	83
Merton	51.41	-0.2028	2016	2560	587371	450000	111000	53200	29500	85
Merton	51.41	-0.2028	2017	2415	638519	470000	111000	54600	30200	85
Merton	51.41	-0.2028	2018	2300	660000	490000	108000	56300	30300	86
Merton	51.41	-0.2028	2019	2100	690000	510000	112000	55300	30300	86
Merton	51.41	-0.2028	2020	2000	720000	530000	112000	58500	32600	101
Merton	51.41	-0.2028	2021	1950	730000	570000	114000	63000	33900	101
Newham	51.5075	0.0467	1995	2974	47528	46750	70000	14500	12200	46
Newham	51.5075	0.0467	1996	3401	50082	50000	73000	14800	12500	47
Newham	51.5075	0.0467	1997	3822	57380	56000	75000	15200	12900	48
Newham	51.5075	0.0467	1998	4036	65286	63500	79000	15500	13000	49
Newham	51.5075	0.0467	1999	4422	75326	71973	80000	15800	13300	49
Newham	51.5075	0.0467	2000	4907	97266	91995	95000	17000	14700	54
Newham	51.5075	0.0467	2001	5531	117223	112000	88000	17700	15300	56
Newham	51.5075	0.0467	2002	5573	145563	141000	96000	17300	15000	59
Newham	51.5075	0.0467	2003	5455	177796	173000	96000	17400	14500	60
Newham	51.5075	0.0467	2004	4765	191477	186995	112000	18500	15100	58
Newham	51.5075	0.0467	2005	3945	203395	197600	109000	19200	15200	61
Newham	51.5075	0.0467	2006	4489	211861	211500	115000	19600	15800	64
Newham	51.5075	0.0467	2007	4408	231013	230000	122000	21000	16500	68
Newham	51.5075	0.0467	2008	2708	243171	235000	120000	21100	17000	71
Newham	51.5075	0.0467	2009	1424	206115	200000	118000	21900	17600	73
Newham	51.5075	0.0467	2010	1693	219872	220000	123000	21700	17400	74
Newham	51.5075	0.0467	2011	1615	214915	219000	127000	22000	17600	98
Newham	51.5075	0.0467	2012	1708	218974	219000	130000	23100	18500	95
Newham	51.5075	0.0467	2013	2332	233074	230000	124000	24800	20100	101
Newham	51.5075	0.0467	2014	2869	269497	250000	130000	25400	20200	98
Newham	51.5075	0.0467	2015	2834	319348	310000	136000	27300	22100	101
Newham	51.5075	0.0467	2016	2737	370476	355000	134000	28200	22500	103
Newham	51.5075	0.0467	2017	3384	409477	390500	141000	30000	24100	100
Newham	51.5075	0.0467	2018	3200	410000	400000	154000	31000	24300	99
Newham	51.5075	0.0467	2019	3100	420000	420000	158000	31700	24600	102
Newham	51.5075	0.0467	2020	3000	480000	440000	144000	34300	26600	105
Newham	51.5075	0.0467	2021	2900	500000	480000	146000	36100	28300	107
Redbridge	51.559	0.0743	1995	4001	75003	67995	89000	20000	16200	61
Redbridge	51.559	0.0743	1996	4664	80572	71000	90000	20500	16500	63
Redbridge	51.559	0.0743	1997	5138	86048	76375	92000	21000	16800	67
Redbridge	51.559	0.0743	1998	4803	95245	85000	94000	21500	17000	67
Redbridge	51.559	0.0743	1999	5543	109668	97500	96000	21700	17100	68
Redbridge	51.559	0.0743	2000	4980	131900	119000	98000	21700	16900	69
Redbridge	51.559	0.0743	2001	5782	155125	138000	118000	23800	17200	70
Redbridge	51.559	0.0743	2002	6306	185697	168000	111000	24000	18700	68
Redbridge	51.559	0.0743	2003	5743	211539	195000	111000	24100	19000	68
Redbridge	51.559	0.0743	2004	5900	232737	217500	120000	24500	17800	70
Redbridge	51.559	0.0743	2005	4923	238364	225000	122000	26500	20000	72
Redbridge	51.559	0.0743	2006	5837	256576	238000	126000	28300	20700	74
Redbridge	51.559	0.0743	2007	5477	280740	250000	128000	29100	21600	79
Redbridge	51.559	0.0743	2008	3026	280700	250000	126000	30000	22000	81
Redbridge	51.559	0.0743	2009	2552	255681	230000	124000	30200	22300	84
Redbridge	51.559	0.0743	2010	2968	286209	250000	128000	29400	22200	84
Redbridge	51.559	0.0743	2011	2539	294854	250000	127000	30900	22900	89
Redbridge	51.559	0.0743	2012	2509	303591	265000	128000	31800	23800	99
Redbridge	51.559	0.0743	2013	2947	315401	275000	130000	33100	25100	103
Redbridge	51.559	0.0743	2014	3574	338667	300000	131000	33900	25700	105
Redbridge	51.559	0.0743	2015	3294	387917	350000	140000	35300	26400	105
Redbridge	51.559	0.0743	2016	2960	423130	390000	137000	35500	27400	106
Redbridge	51.559	0.0743	2017	2569	452437	420000	136000	37100	28000	105
Redbridge	51.559	0.0743	2018	2300	480000	420000	138000	37100	27300	105
Redbridge	51.559	0.0743	2019	2200	500000	440000	138000	38500	28900	105
Redbridge	51.559	0.0743	2020	2100	520000	460000	139000	40300	30400	109
Redbridge	51.559	0.0743	2021	2000	530000	47000	138000	42700	31200	112
Richmond-upon-Thames	51.4516	-0.3352	1995	3455	138737	108000	78000	30000	19000	150
Richmond-upon-Thames	51.4516	-0.3352	1996	4957	150296	118500	80000	31000	19500	160
Richmond-upon-Thames	51.4516	-0.3352	1997	5391	172729	136000	82000	34000	20000	170
Richmond-upon-Thames	51.4516	-0.3352	1998	4911	201779	159000	85000	35000	20500	180
Richmond-upon-Thames	51.4516	-0.3352	1999	5977	237840	183500	86000	37300	20900	190
Richmond-upon-Thames	51.4516	-0.3352	2000	4062	284503	219500	113000	36700	21100	200
Richmond-upon-Thames	51.4516	-0.3352	2001	4752	300995	227000	94000	41500	23400	220
Richmond-upon-Thames	51.4516	-0.3352	2002	5294	324221	249950	93000	39500	23100	240
Richmond-upon-Thames	51.4516	-0.3352	2003	4622	346906	265000	84000	42700	25600	260
Richmond-upon-Thames	51.4516	-0.3352	2004	4998	383815	291250	102000	41800	24500	280
Richmond-upon-Thames	51.4516	-0.3352	2005	4315	392783	299950	102000	47500	25800	300
Richmond-upon-Thames	51.4516	-0.3352	2006	5404	434585	330000	99000	52500	27300	320
Richmond-upon-Thames	51.4516	-0.3352	2007	4692	510950	381000	104000	56900	29100	340
Richmond-upon-Thames	51.4516	-0.3352	2008	2412	508911	375000	103000	57000	30000	340
Richmond-upon-Thames	51.4516	-0.3352	2009	2600	508409	376425	101000	58900	30800	320
Richmond-upon-Thames	51.4516	-0.3352	2010	3217	550796	400000	101000	56300	30600	330
Richmond-upon-Thames	51.4516	-0.3352	2011	3147	570178	420000	104000	57400	31500	350
Richmond-upon-Thames	51.4516	-0.3352	2012	3289	590459	430000	102000	58800	33400	370
Richmond-upon-Thames	51.4516	-0.3352	2013	3608	644778	475000	107000	64000	33700	390
Richmond-upon-Thames	51.4516	-0.3352	2014	3425	730459	534995	104000	64600	35800	400
Richmond-upon-Thames	51.4516	-0.3352	2015	3234	754191	577750	104000	67300	35500	420
Richmond-upon-Thames	51.4516	-0.3352	2016	2884	775357	605000	103000	67000	36600	440
Richmond-upon-Thames	51.4516	-0.3352	2017	2642	819044	650000	108000	69000	36100	460
Richmond-upon-Thames	51.4516	-0.3352	2018	2500	830000	670000	105000	73800	37600	480
Richmond-upon-Thames	51.4516	-0.3352	2019	2200	850000	690000	104000	77400	38900	490
Richmond-upon-Thames	51.4516	-0.3352	2020	2100	890000	700000	106000	77900	39500	500
Richmond-upon-Thames	51.4516	-0.3352	2021	2000	910000	720000	104000	90400	44000	520
Southwark	51.5037	-0.0802	1995	2650	84677	71000	103000	19000	13000	51
Southwark	51.5037	-0.0802	1996	3132	87617	72625	106000	19500	13500	52
Southwark	51.5037	-0.0802	1997	4429	103515	85000	110000	20000	13900	53
Southwark	51.5037	-0.0802	1998	4384	121755	99000	112000	20200	14400	55
Southwark	51.5037	-0.0802	1999	5252	142789	123000	114000	20400	14600	55
Southwark	51.5037	-0.0802	2000	5075	184697	155000	120000	22500	15400	57
Southwark	51.5037	-0.0802	2001	5273	209574	180000	97000	25900	16900	59
Southwark	51.5037	-0.0802	2002	5140	221727	190000	111000	24600	17900	58
Southwark	51.5037	-0.0802	2003	4699	240345	208500	115000	25400	18200	60
Southwark	51.5037	-0.0802	2004	5395	252682	225000	124000	26300	17800	61
Southwark	51.5037	-0.0802	2005	4542	273515	239973	133000	29500	20000	67
Southwark	51.5037	-0.0802	2006	5624	289173	247000	136000	31800	20400	70
Southwark	51.5037	-0.0802	2007	5262	332738	276000	136000	36000	21900	73
Southwark	51.5037	-0.0802	2008	2507	328055	278000	130000	36000	22000	77
Southwark	51.5037	-0.0802	2009	2357	338570	285000	127000	36800	23300	80
Southwark	51.5037	-0.0802	2010	3333	376688	314500	136000	35400	23800	81
Southwark	51.5037	-0.0802	2011	3205	400980	320000	138000	36500	24300	85
Southwark	51.5037	-0.0802	2012	3374	415796	332250	135000	37500	25000	94
Southwark	51.5037	-0.0802	2013	4240	441747	350000	136000	40500	26200	99
Southwark	51.5037	-0.0802	2014	3868	518144	420000	140000	41600	27700	99
Southwark	51.5037	-0.0802	2015	4035	583065	475000	144000	44200	27100	104
Southwark	51.5037	-0.0802	2016	3609	643858	512750	148000	45400	29400	101
Southwark	51.5037	-0.0802	2017	3379	641210	530000	146000	48600	29400	100
Southwark	51.5037	-0.0802	2018	3100	660000	550000	158000	49400	31400	99
Southwark	51.5037	-0.0802	2019	3000	690000	580000	152000	53400	33500	102
Southwark	51.5037	-0.0802	2020	2820	720000	590000	146000	55300	33900	105
Southwark	51.5037	-0.0802	2021	2516	760000	620000	156000	57800	34400	107
Sutton	51.3636	-0.1943	1995	3389	76952	67000	85000	19000	15500	51
Sutton	51.3636	-0.1943	1996	4270	79561	69000	89000	19200	15900	51
Sutton	51.3636	-0.1943	1997	4573	88169	75000	90000	19500	16000	52
Sutton	51.3636	-0.1943	1998	4481	100413	85000	91000	20000	16300	53
Sutton	51.3636	-0.1943	1999	5037	113447	98000	93000	21000	16400	54
Sutton	51.3636	-0.1943	2000	4398	138136	119950	82000	21900	17000	55
Sutton	51.3636	-0.1943	2001	4878	153408	132500	98000	23100	17600	55
Sutton	51.3636	-0.1943	2002	5059	177432	156000	93000	23700	17800	58
Sutton	51.3636	-0.1943	2003	4531	197763	175000	90000	24600	18400	59
Sutton	51.3636	-0.1943	2004	4740	212522	187000	95000	25600	18900	64
Sutton	51.3636	-0.1943	2005	3843	225682	200000	101000	26300	20200	65
Sutton	51.3636	-0.1943	2006	4820	239235	210000	99000	28400	21400	69
Sutton	51.3636	-0.1943	2007	4748	261248	233000	100000	30000	22500	75
Sutton	51.3636	-0.1943	2008	2397	259375	230000	100000	30000	23000	77
Sutton	51.3636	-0.1943	2009	2420	239794	210000	98000	30000	23200	80
Sutton	51.3636	-0.1943	2010	2377	264951	235000	103000	29100	22300	81
Sutton	51.3636	-0.1943	2011	2444	267042	233000	99000	31400	25300	87
Sutton	51.3636	-0.1943	2012	2568	272250	240000	97000	32400	25000	95
Sutton	51.3636	-0.1943	2013	2994	286681	250000	103000	32800	25100	99
Sutton	51.3636	-0.1943	2014	3396	322434	285000	102000	33600	25900	109
Sutton	51.3636	-0.1943	2015	3260	358826	320250	102000	35400	27400	109
Sutton	51.3636	-0.1943	2016	3206	387585	347500	103000	35500	27300	108
Sutton	51.3636	-0.1943	2017	2901	402121	367000	103000	36900	28200	107
Sutton	51.3636	-0.1943	2018	2500	440000	370000	101000	38500	29700	107
Sutton	51.3636	-0.1943	2019	2100	450000	380000	102000	40200	30200	108
Sutton	51.3636	-0.1943	2020	2000	490000	400000	100000	41400	31400	112
Sutton	51.3636	-0.1943	2021	1842	510000	410000	102000	45200	33300	115
Tower Hamlets	51.5156	-0.0415	1995	2155	76933	67500	49000	20100	13500	57
Tower Hamlets	51.5156	-0.0415	1996	2511	88715	77000	50000	20600	13800	57
Tower Hamlets	51.5156	-0.0415	1997	3833	110807	95000	53000	21500	13900	58
Tower Hamlets	51.5156	-0.0415	1998	4559	129367	115000	55000	22500	14000	59
Tower Hamlets	51.5156	-0.0415	1999	5531	159999	140000	59000	22900	14200	59
Tower Hamlets	51.5156	-0.0415	2000	5101	190411	162500	81000	25000	16500	63
Tower Hamlets	51.5156	-0.0415	2001	5003	208596	184950	76000	29900	19100	68
Tower Hamlets	51.5156	-0.0415	2002	4771	222708	200000	76000	28500	19300	70
Tower Hamlets	51.5156	-0.0415	2003	4149	237860	211000	69000	28300	18300	70
Tower Hamlets	51.5156	-0.0415	2004	5841	260847	230000	90000	29600	19200	67
Tower Hamlets	51.5156	-0.0415	2005	4849	265639	238000	89000	31500	19800	70
Tower Hamlets	51.5156	-0.0415	2006	5365	281493	249995	103000	33500	19400	73
Tower Hamlets	51.5156	-0.0415	2007	5463	333393	290000	103000	37400	21200	77
Tower Hamlets	51.5156	-0.0415	2008	2562	328379	289998	110000	38000	23000	81
Tower Hamlets	51.5156	-0.0415	2009	2996	333797	290000	110000	38300	24500	84
Tower Hamlets	51.5156	-0.0415	2010	3788	345385	305000	107000	37400	24000	86
Tower Hamlets	51.5156	-0.0415	2011	3368	345026	300000	112000	38200	24700	92
Tower Hamlets	51.5156	-0.0415	2012	3600	355588	305000	115000	39000	25800	99
Tower Hamlets	51.5156	-0.0415	2013	4376	383842	329000	119000	40800	27000	104
Tower Hamlets	51.5156	-0.0415	2014	5004	445319	385000	121000	41800	26600	111
Tower Hamlets	51.5156	-0.0415	2015	4074	483423	425000	122000	45000	28900	112
Tower Hamlets	51.5156	-0.0415	2016	4551	524508	470000	130000	46600	30500	115
Tower Hamlets	51.5156	-0.0415	2017	3290	554009	490000	136000	46600	30200	111
Tower Hamlets	51.5156	-0.0415	2018	3100	559000	510000	136000	49300	31100	110
Tower Hamlets	51.5156	-0.0415	2019	3300	590000	530000	140000	50100	32700	109
Tower Hamlets	51.5156	-0.0415	2020	3200	610000	550000	139000	52700	34100	112
Tower Hamlets	51.5156	-0.0415	2021	3000	620000	580000	147000	55500	35500	114
Waltham Forest	51.5898	-0.0196	1995	3301	58120	55000	81000	17500	13900	57
Waltham Forest	51.5898	-0.0196	1996	3994	60623	56000	82000	17600	14100	58
Waltham Forest	51.5898	-0.0196	1997	4619	67020	62000	84000	18100	14500	59
Waltham Forest	51.5898	-0.0196	1998	4643	77012	71000	89000	18200	14900	60
Waltham Forest	51.5898	-0.0196	1999	5297	88497	79995	91000	18500	15000	60
Waltham Forest	51.5898	-0.0196	2000	5035	105279	96000	114000	19600	15100	63
Waltham Forest	51.5898	-0.0196	2001	5334	123846	118000	99000	20300	16600	64
Waltham Forest	51.5898	-0.0196	2002	5373	155056	149000	102000	20100	17200	67
Waltham Forest	51.5898	-0.0196	2003	5008	178958	172000	94000	20100	16800	68
Waltham Forest	51.5898	-0.0196	2004	4821	195125	187500	111000	20800	16600	70
Waltham Forest	51.5898	-0.0196	2005	4356	205386	198000	114000	22000	17700	72
Waltham Forest	51.5898	-0.0196	2006	5064	218586	215000	115000	23100	17900	71
Waltham Forest	51.5898	-0.0196	2007	4893	245515	239000	121000	23200	18200	79
Waltham Forest	51.5898	-0.0196	2008	2446	238156	231000	120000	24000	19000	78
Waltham Forest	51.5898	-0.0196	2009	1994	220077	211500	119000	24800	20600	80
Waltham Forest	51.5898	-0.0196	2010	2267	236576	230000	129000	24400	19700	81
Waltham Forest	51.5898	-0.0196	2011	2329	240234	232000	123000	25300	20300	87
Waltham Forest	51.5898	-0.0196	2012	2339	251671	241500	121000	26200	21400	92
Waltham Forest	51.5898	-0.0196	2013	2875	281255	265000	124000	27000	21900	105
Waltham Forest	51.5898	-0.0196	2014	3470	334326	320000	128000	28200	22700	101
Waltham Forest	51.5898	-0.0196	2015	3395	384365	372000	135000	29400	23900	105
Waltham Forest	51.5898	-0.0196	2016	3010	431878	422000	135000	30300	24500	105
Waltham Forest	51.5898	-0.0196	2017	2711	459922	445000	138000	31900	25500	105
Waltham Forest	51.5898	-0.0196	2018	2500	490000	480000	134000	33700	26800	105
Waltham Forest	51.5898	-0.0196	2019	2400	510000	500000	139000	34900	27700	103
Waltham Forest	51.5898	-0.0196	2020	2300	530000	530000	133000	37100	28900	105
Waltham Forest	51.5898	-0.0196	2021	2100	590000	580000	140000	40100	30900	106
Wandsworth	51.4571	-0.181	1995	5699	110955	85500	135000	23000	17700	62
Wandsworth	51.4571	-0.181	1996	7265	120488	94000	139000	25000	17800	64
Wandsworth	51.4571	-0.181	1997	8485	137915	108000	140000	27000	17900	65
Wandsworth	51.4571	-0.181	1998	7658	156645	125000	142000	28000	18000	66
Wandsworth	51.4571	-0.181	1999	9592	192372	155000	144000	29300	18100	66
Wandsworth	51.4571	-0.181	2000	7628	233777	182000	144000	36300	21000	67
Wandsworth	51.4571	-0.181	2001	8208	252378	204000	143000	36000	21700	70
Wandsworth	51.4571	-0.181	2002	8658	285773	235000	143000	35700	22000	72
Wandsworth	51.4571	-0.181	2003	7245	299813	242500	134000	37800	22600	77
Wandsworth	51.4571	-0.181	2004	8511	335011	260000	154000	38200	22000	82
Wandsworth	51.4571	-0.181	2005	7435	349202	277500	155000	44100	24500	87
Wandsworth	51.4571	-0.181	2006	9445	395120	312000	162000	45400	25300	95
Wandsworth	51.4571	-0.181	2007	8506	455751	355000	167000	49500	26100	100
Wandsworth	51.4571	-0.181	2008	3997	444944	350000	160000	50000	28000	105
Wandsworth	51.4571	-0.181	2009	4424	459109	350000	157000	52800	29200	108
Wandsworth	51.4571	-0.181	2010	5329	493683	380000	159000	50700	29000	105
Wandsworth	51.4571	-0.181	2011	5274	508691	390000	161000	53400	29400	112
Wandsworth	51.4571	-0.181	2012	5296	532430	415750	155000	54700	31000	121
Wandsworth	51.4571	-0.181	2013	6257	584510	465000	164000	59900	31900	131
Wandsworth	51.4571	-0.181	2014	5934	681731	532250	168000	59200	32900	126
Wandsworth	51.4571	-0.181	2015	5882	687589	560000	171000	63600	34200	128
Wandsworth	51.4571	-0.181	2016	5531	775484	644000	169000	64900	35000	129
Wandsworth	51.4571	-0.181	2017	4959	818443	654000	171000	67900	34500	128
Wandsworth	51.4571	-0.181	2018	4500	830000	680000	168000	70400	37100	126
Wandsworth	51.4571	-0.181	2019	4400	880000	700000	172000	72400	38900	125
Wandsworth	51.4571	-0.181	2020	4300	920000	720000	168000	75300	39000	128
Wandsworth	51.4571	-0.181	2021	4200	940000	740000	182000	79700	40200	130
Westminster	51.509	-0.1337	1995	4038	183338	127550	89000	40000	16900	69
Westminster	51.509	-0.1337	1996	4830	190417	133000	91000	41000	17000	70
Westminster	51.509	-0.1337	1997	6539	228494	160950	93000	45800	17100	72
Westminster	51.509	-0.1337	1998	5524	282269	177000	95000	46100	17000	73
Westminster	51.509	-0.1337	1999	6783	307029	220000	96000	46400	17300	74
Westminster	51.509	-0.1337	2000	6364	374658	250000	113000	49100	23000	76
Westminster	51.509	-0.1337	2001	5891	410251	280000	95000	55600	21900	78
Westminster	51.509	-0.1337	2002	6414	440783	319475	88000	56600	22800	81
Westminster	51.509	-0.1337	2003	5217	457656	325000	85000	57500	23500	82
Westminster	51.509	-0.1337	2004	5226	498794	345445	105000	56500	23100	84
Westminster	51.509	-0.1337	2005	4984	545120	375000	105000	68100	27100	87
Westminster	51.509	-0.1337	2006	6354	589613	410000	108000	73600	27000	90
Westminster	51.509	-0.1337	2007	5440	693083	475000	111000	82600	29200	94
Westminster	51.509	-0.1337	2008	2801	781173	495000	111000	90000	30000	94
Westminster	51.509	-0.1337	2009	2900	742745	499999	103000	93500	31900	97
Westminster	51.509	-0.1337	2010	3603	823306	580000	107000	83400	31400	98
Westminster	51.509	-0.1337	2011	3297	958412	600000	104000	88200	32400	106
Westminster	51.509	-0.1337	2012	3237	1147250	635000	99000	92200	35200	111
Westminster	51.509	-0.1337	2013	3635	1299376	725000	100000	107000	36400	118
Westminster	51.509	-0.1337	2014	3536	1464109	875000	102000	104000	35100	122
Westminster	51.509	-0.1337	2015	2869	1361091	890000	105000	109000	37800	126
Westminster	51.509	-0.1337	2016	2772	1579839	1024500	106000	107000	36100	132
Westminster	51.509	-0.1337	2017	2455	1718124	1025000	98000	124000	39700	130
Westminster	51.509	-0.1337	2018	1963	1900000	1050000	102000	120000	39200	127
Westminster	51.509	-0.1337	2019	1950	2000000	1090000	98000	118000	39900	121
Westminster	51.509	-0.1337	2020	1841	2200000	1210000	100000	123000	42100	125
Westminster	51.509	-0.1337	2021	1742	2300000	1320000	102000	133000	41200	127
